Symbol,Name
OPTIEMUS,OPTIEMUS INFRACOM LTD
ORBTEXP,ORBIT EXPORTS LIMITED
ORCHPHARMA,ORCHID PHARMA LIMITED
ORICONENT,ORICON ENTERPRISES LTD
ORIENTBELL,ORIENT BELL LIMITED
ORIENTCEM,ORIENT CEMENT LTD.
ORIENTCER,ORIENT CERATECH LIMITED
ORIENTELEC,ORIENT ELECTRIC LIMITED
ORIENTHOT,ORIENT HOTELS LTD
ORIENTPPR,ORIENT PAPER AND INDS LTD
ORIENTTECH,ORIENT TECHNOLOGIES LTD
ORISSAMINE,ORISSA MIN DEV CO LTD
OSWALAGRO,OSWAL AGRO MILLS LTD
OSWALGREEN,OSWAL GREENTECH LIMITED
PAGEIND,PAGE INDUSTRIES LTD
PAISALO,PAISALO DIGITAL LIMITED
PAKKA,PAKKA LIMITED
PALASHSECU,PALASH SECURITIES LTD
PANACEABIO,PANACEA BIOTEC LTD.
PANAMAPET,PANAMA PETROCHEM LTD
PAR,PAR DRUGS AND CHEM LTD
PARACABLES,PARAMOUNT COMM LTD
PARADEEP,PARADEEP PHOSPHATES LTD
PARAGMILK,PARAG MILK FOODS LTD.
PARAS,PARAS DEF AND SPCE TECH L
PARKHOTELS,PARKHOTELS
PASUPTAC,PASUPATI ACRYLON LIMITED
PATANJALI,PATANJALI FOODS LIMITED
PATELENG,PATEL ENGINEERING LTD.
PATINTLOG,PATEL INT. LOG. LTD
PAVNAIND,PAVNA INDUSTRIES LIMITED
PAYTM,ONE 97 COMMUNICATIONS LTD
PCBL,PCBL LIMITED
PCJEWELLER,PC JEWELLER LTD
PDMJEPAPER,PUDUMJEE PAPER PRO. LTD
PDSL,PDS LIMITED
PEARLPOLY,PEARL POLYMERS LTD
PEL,PIRAMAL ENTERPRISES LTD
PENIND,PENNAR INDUSTRIES LTD
PENINLAND,PENINSULA LAND LIMITED
PERSISTENT,PERSISTENT SYSTEMS LTD
PETRONET,PETRONET LNG LIMITED
PFC,POWER FIN CORP LTD.
PFIZER,PFIZER LTD
PFOCUS,PRIME FOCUS LIMITED
PFS,PTC INDIA FIN SERV LTD
PGEL,PG ELECTROPLAST LTD
PGHH,P&G HYGIENE & HEALTH CARE
PGHL,PROCTER & GAMBLE HEALTH L
PGIL,PEARL GLOBAL IND LIMITED
PHARMABEES,NIPPONAMC - NETFPHARMA
PHOENIXLTD,THE PHOENIX MILLS LTD
PIDILITIND,PIDILITE INDUSTRIES LTD
PIIND,PI INDUSTRIES LTD
PILANIINVS,PILANI INV & IND COR LTD
PITTIENG,PITTI ENGINEERING LIMITED
PIXTRANS,PIX TRANSMISSIONS LIMITED
PLASTIBLEN,PLASTIBLENDS INDIA LTD
PLATIND,PLATINUM INDUSTRIES LTD
PLAZACABLE,PLAZA WIRES LIMITED
PNB,PUNJAB NATIONAL BANK
PNBGILTS,PNB GILTS LIMITED
PNBHOUSING,PNB HOUSING FIN LTD.
PNC,PRITISH NANDY COMMUNICATI
PNCINFRA,PNC INFRATECH LTD.
POCL,PONDY OXIDES & CHEM LTD
POKARNA,POKARNA LIMITED
POLICYBZR,PB FINTECH LIMITED
POLYCAB,POLYCAB INDIA LIMITED
POLYMED,POLY MEDICURE LIMITED
POLYPLEX,POLYPLEX CORPORATION LTD
PONNIERODE,PONNIE SUGARS (ERODE) LTD
POONAWALLA,POONAWALLA FINCORP LTD
POWERGRID,POWER GRID CORP. LTD.
POWERINDIA,HITACHI ENERGY INDIA LTD
POWERMECH,POWER MECH PROJECTS LTD.
PPAP,PPAP AUTOMOTIVE LIMITED
PPL,PRAKASH PIPES LIMITED
PPLPHARMA,PIRAMAL PHARMA LIMITED
PRAENG,PRAJAY ENG. SYN. LTD.
PRAJIND,PRAJ INDUSTRIES LTD
PRAKASH,PRAKASH INDUSTRIES LTD
PRAKASHSTL,PRAKASH STEELAGE LTD
PRECAM,PRECISION CAMSHAFTS LTD.
PRECWIRE,PRECISION WIRES INDIA LTD
PREMIERENE,PREMIER ENERGIES LIMITED
PREMIERPOL,PREMIER POLYFILM LTD
PRESTIGE,PRESTIGE ESTATE LTD
PRICOLLTD,PRICOL LIMITED
PRIMESECU,PRIME SECURITIES LIMITED
PRINCEPIPE,PRINCE PIPES FITTINGS LTD
PRITI,PRITI INTERNATIONAL LTD
PRITIKAUTO,PRITIKA AUTO INDUS LTD
PRIVISCL,PRIVI SPECIALITY CHE LTD
PROZONER,PROZONE REALTY LIMITED
PRSMJOHNSN,PRISM JOHNSON LIMITED
PRUDENT,PRUDENT CORP ADV SER LTD
PSB,PUNJAB & SIND BANK
PSPPROJECT,PSP PROJECTS LIMITED
PSUBANK,KOTAK PSU BANK
PSUBANKADD,DSPAMC - DSPPSBKETF
PSUBNKBEES,NIP IND ETF PSU BANK BEES
PSUBNKIETF,ICICIPRAMC - PSUBANKICI
PTC,PTC INDIA LIMITED
PTCIL,PTC INDUSTRIES LIMITED
PTL,PTL ENTERPRISES LTD
PUNJABCHEM,PUNJAB CHEM & CROP PROT L
PURVA,PURAVANKARA LIMITED
PVP,PVP VENTURES LIMITED
PVRINOX,PVR INOX LIMITED
PVSL,POPULAR VEHICLES N SER L
PVTBANIETF,ICICIPRAMC - ICICIBANKP
PVTBANKADD,DSPAMC - DSPPVBKETF
PYRAMID,PYRAMID TECHNOPLAST LTD
QGOLDHALF,QUANTUM GOLD FUND
QNIFTY,QUANTUM NIFTY 50 ETF
QUAL30IETF,ICICIPRAMC - ICICIQTY30
QUESS,QUESS CORP LIMITED
QUICKHEAL,QUICK HEAL TECH LTD
RACE,RACE ECO CHAIN LIMITED
RADHIKAJWE,RADHIKA JEWELTECH LIMITED
RADIANTCMS,RADIANT CASH MGMT SER LTD
RADICO,RADICO KHAITAN LTD
RADIOCITY,MUSIC BROADCAST LIMITED
RAILTEL,RAILTEL CORP OF IND LTD
RAIN,RAIN INDUSTRIES LIMITED
RAINBOW,RAINBOW CHILDRENS MED LTD
RAJESHEXPO,RAJESH EXPORTS LTD
RAJRATAN,RAJRATAN GLOBAL WIRE LTD
RAJSREESUG,RAJSHREE SUGAR & CHEMICAL
RALLIS,RALLIS INDIA LTD
RAMANEWS,SHREE RAMA NEWSPRINT LTD
RAMAPHO,RAMA PHOSPHATES LIMITED
RAMASTEEL,RAMA STEEL TUBES LIMITED
RAMCOCEM,THE RAMCO CEMENTS LIMITED
RAMCOIND,RAMCO INDUSTRIES LIMITED
RAMCOSYS,RAMCO SYSTEMS LTD.
RAMKY,RAMKY INFRA LTD
RAMRAT,RAM RATNA WIRES LIMITED
RANASUG,RANA SUGARS LTD.
RANEENGINE,RANE ENG VALVE LTD
RANEHOLDIN,RANE HOLDINGS LIMITED
RATEGAIN,RATEGAIN TRAVEL TECHN LTD
RATNAMANI,RATNAMANI MET & TUB LTD.
RATNAVEER,RATNAVEER PRECISION ENG L
RAYMOND,RAYMOND LTD
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED
RBA,RESTAURANT BRAND ASIA LTD
RBL,RANE BRAKE LINING LTD
RBLBANK,RBL BANK LIMITED
RCF,RASHTRIYA CHEMICALS & FER
RECLTD,REC LIMITED
REDINGTON,REDINGTON LIMITED
REDTAPE,REDTAPE LIMITED
REFEX,REFEX INDUSTRIES LIMITED
RELAXO,RELAXO FOOT LTD.
RELIANCE,RELIANCE INDUSTRIES LTD
RELIGARE,RELIGARE ENTER. LTD.
RELINFRA,RELIANCE INFRASTRUCTU LTD
RENUKA,SHREE RENUKA SUGARS LTD
REPCOHOME,REPCO HOME FINANCE LTD
REPL,RUDRABHISHEK ENTERP LTD
REPRO,REPRO INDIA LIMITED
RESPONIND,RESPONSIVE INDUSTRIES LTD
RGL,RENAISSANCE GLOBAL LTD
RHFL,RELIANCE HOME FINANCE LTD
RHIM,RHI MAGNESITA INDIA LTD
RICOAUTO,RICO AUTO INDUSTRIES LTD
RIIL,RELIANCE INDUSTRIAL INFRA
RISHABH,RISHABH INSTRUMENTS LTD
RITCO,RITCO LOGISTICS LIMITED
RITES,RITES LIMITED
RKFORGE,RAMKRISHNA FORGINGS LTD
RKSWAMY,R K SWAMY LIMITED
RML,RANE (MADRAS) LIMITED
ROHLTD,ROYAL ORCHID HOTELS LTD
ROLEXRINGS,ROLEX RINGS LIMITED
ROSSARI,ROSSARI BIOTECH LIMITED
ROSSELLIND,ROSSELL INDIA LIMITED
ROTO,ROTO PUMPS LIMITED
ROUTE,ROUTE MOBILE LIMITED
RPEL,RAGHAV PRODUCTIVITY ENH L
RPGLIFE,RPG LIFE SCIENCES LTD
RPOWER,RELIANCE POWER LTD.
RPSGVENT,RPSG VENTURES LIMITED
RPTECH,RASHI PERIPHERALS LIMITED
RRKABEL,R R KABEL LIMITED
RSWM,RSWM LIMITED
RSYSTEMS,R SYS INTERNATIONAL LTD
RTNINDIA,RATTANINDIA ENT LIMITED
RUBFILA,RUBFILA INTERNATIONAL LTD
RUBYMILLS,THE RUBY MILLS LTD
RUCHIRA,RUCHIRA PAPERS LIMITED
RUPA,RUPA & COMPANY LTD
RUSHIL,RUSHIL DECOR LIMITED
RUSTOMJEE,KEYSTONE REALTORS LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
SADHNANIQ,SADHANA NITROCHEM LIMITED
SAFARI,SAFARI IND (INDIA) LTD
SAGCEM,SAGAR CEMENTS LIMITED
SAH,SAH POLYMERS LIMITED
SAHYADRI,SAHYADRI INDUSTRIES LTD
SAIL,STEEL AUTHORITY OF INDIA
SAKAR,SAKAR HEALTHCARE LIMITED
SAKHTISUG,SAKTHI SUGARS LTD
SAKSOFT,SAKSOFT LIMITED
SAKUMA,SAKUMA EXPORTS LIMITED
SALASAR,SALASAR TECHNO ENGG. LTD.
SALSTEEL,S.A.L. STEEL LTD.
SALZERELEC,SALZER ELECTRONICS LTD
SAMHI,SAMHI HOTELS LIMITED
SAMMAANCAP,SAMMAAN CAPITAL LIMITED
SANDESH,SANDESH LTD
SANDHAR,SANDHAR TECHNOLOGIES LTD
SANDUMA,SANDUR MANG & IRON ORES L
SANGAMIND,SANGAM (INDIA) LTD
SANGHIIND,SANGHI INDUSTRIES LTD
SANGHVIMOV,SANGHVI MOVERS LTD
SANOFI,SANOFI INDIA LIMITED
SANSERA,SANSERA ENGINEERING LTD
SANSTAR,SANSTAR LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LTD
SARDAEN,SARDA ENERGY & MIN LTD
SAREGAMA,SAREGAMA INDIA LIMITED
SARLAPOLY,SARLA PERF. FIBERS LTD
SARVESHWAR,SARVESHWAR FOODS LIMITED
SASKEN,SASKEN TECHNOLOGIES LTD
SASTASUNDR,SASTASUNDAR VENTURES LTD
SATIA,SATIA INDUSTRIES LIMITED
SATIN,SATIN CREDIT NET LTD
SATINDLTD,SAT INDUSTRIES LIMITED
SAURASHCEM,SAURASHTRA CEMENT LIMITED
SBC,SBC EXPORTS LIMITED
SBCL,SHIVALIK BIMETAL CON. LTD
SBFC,SBFC FINANCE LIMITED
SBGLP,SURATWWALA BUS GROUP LTD
SBICARD,SBI CARDS & PAY SER LTD
SBIETFCON,SBIAMC - SBIETFCON
SBIETFIT,SBIAMC - SBIETFIT
SBIETFPB,SBIAMC - SBIETFPB
SBIETFQLTY,SBIAMC - SBIETFQLTY
SBILIFE,SBI LIFE INSURANCE CO LTD
SBIN,STATE BANK OF INDIA
SBISILVER,SBIAMC - SBISILVER
SCHAEFFLER,SCHAEFFLER INDIA LIMITED
SCHAND,S CHAND AND COMPANY LTD
SCHNEIDER,SCHNEIDER ELECTRIC INFRA
SCI,SHIPPING CORP OF INDIA LT
SCILAL,SHIPPING CORP OF ILA LTD
SDBL,SOM DIST & BREW LTD
SEAMECLTD,SEAMEC LIMITED
SECURCRED,SECUR CREDENTIALS LIMITED
SELAN,SELAN EXPLO. TECH LTD
SENCO,SENCO GOLD LIMITED
SENSEXADD,DSPAMC - DSPSENXETF
SENSEXETF,MIRAEAMC - SENSEXETF
SENSEXIETF,ICICI PRUD SENSEX ETF
SEPC,SEPC LIMITED
SEQUENT,SEQUENT SCIENTIFIC LTD.
SERVOTECH,SERVOTECH POWER SYS LTD.
SESHAPAPER,SESHASAYEE PAPER & BOARDS
SETF10GILT,SBIAMC - SETF10GILT
SETFGOLD,SBI-ETF GOLD
SETFNIF50,SBI-ETF NIFTY 50
SETFNIFBK,SBI-ETF NIFTY BANK
SETFNN50,SBI-ETF NIFTY NEXT 50
SFL,SHEELA FOAM LIMITED
SGIL,SYNERGY GREEN IND. LTD
SHAILY,SHAILY ENG PLASTICS LTD
SHALBY,SHALBY LIMITED
SHALPAINTS,SHALIM PAINTS LTD
SHANKARA,SHANKARA BLDG PRODUCT LTD
SHANTIGEAR,SHANTHI GEARS LTD
SHARDACROP,SHARDA CROPCHEM LTD.
SHARDAMOTR,SHARDA MOTOR INDS LTD
SHAREINDIA,SHARE IND. SECURITIES LTD
SHARIABEES,NIP IND ETF SHARIAH BEES
SHEMAROO,SHEMAROO ENTER. LTD.
SHILPAMED,SHILPA MEDICARE LTD
SHIVALIK,SHIVALIK RASAYAN LIMITED
SHIVAMAUTO,SHIVAM AUTO.LTD
SHIVAMILLS,SHIVA MILLS LIMITED
SHK,S H KELKAR AND CO. LTD.
SHOPERSTOP,SHOPPERS STOP LIMITED
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD
SHREECEM,SHREE CEMENT LIMITED
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD
SHREYANIND,SHREYANS INDUSTRIES LTD
SHRIPISTON,SHRIRAM PIST. & RING LTD
SHRIRAMFIN,SHRIRAM FINANCE LIMITED
SHRIRAMPPS,SHRIRAM PROPERTIES LTD
SHYAMCENT,SHYAM CENTURY FERROUS LTD
SHYAMMETL,SHYAM METALICS AND ENGY L
SIEMENS,SIEMENS LTD
SIGACHI,SIGACHI INDUSTRIES LTD
SIGIND,SIGNET INDUSTRIES LIMITED
SIGNATURE,SIGNATUREGLOBAL INDIA LTD
SIGNPOST,SIGNPOST INDIA LIMITED
SILINV,SIL INVESTMENTS LIMITED
SILVER,BIRLASLAMC - SILVER
SILVER1,KOTAKMAMC - KOTAKSILVE
SILVERADD,DSPAMC - DSPSILVETF
SILVERBEES,NIPPONAMC - NETFSILVER
SILVERETF,UTIAMC - SILVERETF
SILVERIETF,ICICIPRAMC - ICICISILVE
SILVERTUC,SILVER TOUCH TECHNO LTD
SILVRETF,MIRAEAMC - MASILVER
SINCLAIR,SINCLAIRS HOTELS LIMITED
SINDHUTRAD,SINDHU TRADE LINKS LTD
SIRCA,SIRCA PAINT INDIA LIMITED
SIS,SIS LIMITED
SIYSIL,SIYARAM SILK MILLS LTD
SJS,SJS ENTERPRISES LIMITED
SJVN,SJVN LTD
SKFINDIA,SKF INDIA LTD
SKIPPER,SKIPPER LIMITED
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT
SMALLCAP,MIRAEAMC - SMALLCAP
SMCGLOBAL,SMC GLOBAL SECURITIES LTD
SMLISUZU,SML ISUZU LIMITED
SMLT,SARTHAK METALS LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LTD.
SNOWMAN,SNOWMAN LOGISTICS LTD.
SOBHA,SOBHA LIMITED
SOLARA,SOLARA ACTIVE PHA SCI LTD
SOLARINDS,SOLAR INDUSTRIES (I) LTD
SOMANYCERA,SOMANY CERAMICS LIMITED
SONACOMS,SONA BLW PRECISION FRGS L
SONATSOFTW,SONATA SOFTWARE LTD
SOTL,SAVITA OIL TECHNOLO. LTD
SOUTHBANK,THE SOUTH INDIAN BANK LTD
SOUTHWEST,SOUTH WEST PINNACLE LTD
SPAL,S. P. APPARELS LIMITED
SPANDANA,SPANDANA SPHOORTY FIN LTD
SPARC,SUN PHARMA ADV.RES.CO.LTD
SPCENET,SPACENET ENTERS IND LTD
SPECIALITY,SPECIALITY REST LTD
SPENCERS,SPENCER S RETAIL LIMITED
SPIC,SPIC LTD
SPICEJET,SPICEJET LIMITED
SPLIL,SPL INDUSTRIES LIMITED
SPLPETRO,SUPREME PETROCHEM LIMITED
SPORTKING,SPORTKING INDIA LIMITED
SREEL,SREELEATHERS LIMITED
SRF,SRF LTD
SRGHFL,SRG HOUSING FINANCE L
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.
SSDL,SARASWATI SAREE DEPOT LTD
SSWL,STEEL STRIPS WHEELS LTD.
STANLEY,STANLEY LIFESTYLES LTD
STAR,STRIDES PHARMA SCI LTD
STARCEMENT,STAR CEMENT LIMITED
STARHEALTH,STAR HEALTH & AL INS CO L
STARPAPER,STAR PAPER MILLS LTD
STCINDIA,THE STATE TRADING CORPN
STEELCAS,STEELCAST LIMITED
STEELCITY,STEEL CITY SECURITIES LTD
STEELXIND,STEEL EXCHANGE INDIA LTD
STERTOOLS,STERLING TOOLS LIMITED
STLTECH,STERLITE TECHNOLOGIES LTD
STOVEKRAFT,STOVE KRAFT LIMITED
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYLEBAAZA,BAAZAR STYLE RETAIL LTD
STYRENIX,STYRENIX PERFORMANCE LTD
SUBEXLTD,SUBEX LTD
SUBROS,SUBROS LIMITED
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L
SUKHJITS,SUKHJIT STARCH & CHEM LTD
SULA,SULA VINEYARDS LIMITED
SUMICHEM,SUMITOMO CHEM INDIA LTD
SUMMITSEC,SUMMIT SECURITIES LTD
SUNCLAY,SUNDARAM CLAYTON LIMITED
SUNDARAM,SUNDARAM MULTI PAP LTD
SUNDARMFIN,SUNDARAM FINANCE LTD
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD
SUNDRMBRAK,SUNDARAM BRAK LININGS LTD
SUNDRMFAST,SUNDRAM FASTENERS LTD
SUNFLAG,SUNFLAG IRON AND STEEL CO
SUNPHARMA,SUN PHARMACEUTICAL IND L
SUNTECK,SUNTECK REALTY LIMITED
SUNTV,SUN TV NETWORK LIMITED
SUPERHOUSE,SUPERHOUSE LIMITED
SUPRAJIT,SUPRAJIT ENGINEERING LTD
SUPREMEIND,SUPREME INDUSTRIES LTD
SUPRIYA,SUPRIYA LIFESCIENCE LTD
SURAJEST,SURAJ ESTATE DEVELOPERS L
SURYALAXMI,SURYALAKSHMI COT MIL LTD
SURYAROSNI,SURYA ROSHNI LTD
SURYODAY,SURYODAY SMALL FIN BK LTD
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD
SUVEN,SUVEN LIFE SCIENCES LTD
SUVENPHAR,SUVEN PHARMACEUTICALS LTD
SUYOG,SUYOG TELEMATICS LIMITED
SUZLON,SUZLON ENERGY LIMITED
SWANENERGY,SWAN ENERGY LIMITED
SWARAJENG,SWARAJ ENGINES LTD
SWELECTES,SWELECT ENERGY SYS LTD
SWSOLAR,STRLNG & WIL REN ENE LTD
SYMPHONY,SYMPHONY LIMITED
SYNCOMF,SYNCOM FORMU (I) LTD
SYNGENE,SYNGENE INTERNATIONAL LTD
SYRMA,SYRMA SGS TECHNOLOGY LTD
TAJGVK,TAJ GVK HOTELS & RESORTS
TAKE,TAKE SOLUTIONS LTD
TALBROAUTO,TALBROS AUTO. COMP. LTD
TANLA,TANLA PLATFORMS LIMITED
TARC,TARC LIMITED
TARMAT,TARMAT LIMITED
TARSONS,TARSONS PRODUCTS LIMITED
TASTYBITE,TASTY BITE EATABLES LTD
TATACHEM,TATA CHEMICALS LTD
TATACOMM,TATA COMMUNICATIONS LTD
TATACONSUM,TATA CONSUMER PRODUCT LTD
TATAELXSI,TATA ELXSI LIMITED
TATAGOLD,TATAAML-TATAGOLD
TATAINVEST,TATA INVESTMENT CORP LTD
TATAMOTORS,TATA MOTORS LIMITED
TATAMTRDVR,TATA MOTORS DVR  A  ORD
TATAPOWER,TATA POWER CO LTD
TATASTEEL,TATA STEEL LIMITED
TATATECH,TATA TECHNOLOGIES LIMITED
TATSILV,TATAAML-TATSILV
TATVA,TATVA CHIN PHARM CHEM LTD
TBOTEK,TBO TEK LIMITED
TBZ,TRIB BHIMJI ZAVERI LTD
TCI,TRANSPORT CORPN OF INDIA
TCIEXP,TCI EXPRESS LIMITED
TCPLPACK,TCPL PACKAGING LIMITED
TCS,TATA CONSULTANCY SERV LT
TDPOWERSYS,TD POWER SYSTEMS LTD.
TEAMLEASE,TEAMLEASE SERVICES LTD.
TECH,BIRLASLAMC - TECH
TECHM,TECH MAHINDRA LIMITED
TECHNOE,TECHNO ELEC & ENG CO. LTD
TEGA,TEGA INDUSTRIES LIMITED
TEJASNET,TEJAS NETWORKS LIMITED
TEXINFRA,TEXMACO INFRA & HOLDG LTD
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD
TEXRAIL,TEXMACO RAIL & ENG. LTD.
TFCILTD,TOURISM FINANCE CORP. OF
THANGAMAYL,THANGAMAYIL JEWELLERY LTD
THEJO,THEJO ENGINEERING LIMITED
THEMISMED,THEMIS MEDICARE LTD.
THERMAX,THERMAX LTD
THOMASCOOK,THOMAS COOK (INDIA) LTD
THOMASCOTT,THOMAS SCOTT (INDIA) LTD
THYROCARE,THYROCARE TECH LTD
TI,TILAKNAGAR INDUSTRIES LTD
TIIL,TECHNOCRAFT IND LTD
TIINDIA,TUBE INVEST OF INDIA LTD
TIL,TIL LTD
TIMETECHNO,TIME TECHNOPLAST LTD.
TIMKEN,TIMKEN INDIA LTD.
TIPSFILMS,TIPS FILMS LIMITED
TIPSMUSIC,TIPS MUSIC LIMITED
TIRUMALCHM,THIRUMALAI CHEMICALS LTD
TITAGARH,TITAGARH RAIL SYSTEMS LTD
TITAN,TITAN COMPANY LIMITED
TMB,TAMILNAD MERCA BANK LTD
TNIDETF,TATAAML - TNIDETF
TNPETRO,TAMILNADU PETROPRODUCTS L
TNPL,TAMILNADU NEWSPRT & PAPER
TOKYOPLAST,TOKYO PLAST INTL LTD
TOP100CASE,ZERODHAAMC - TOP100CASE
TOP10ADD,DSPAMC - TOP10ADD
TORNTPHARM,TORRENT PHARMACEUTICALS L
TORNTPOWER,TORRENT POWER LTD
TRACXN,TRACXN TECHNOLOGIES LTD
TRANSWORLD,TRANSWORLD SHIP LINES LTD
TREL,TRANSINDIA REAL ESTATE L
TRENT,TRENT LTD
TRF,TRF LIMITED
TRIDENT,TRIDENT LIMITED
TRIGYN,TRIGYN TECHNOLOGIES LTD
TRITURBINE,TRIVENI TURBINE LIMITED
TRIVENI,TRIVENI ENGG. & INDS. LTD
TRU,TRUCAP FINANCE LIMITED
TTKHLTCARE,TTK HEALTHCARE LIMITED
TTKPRESTIG,TTK PRESTIGE LTD
TTL,T T LIMITED
TTML,TATA TELESERV(MAHARASTRA)
TV18BRDCST,TV18 BROADCAST LIMITED
TVSELECT,TVS ELECTRONICS LTD
TVSHLTD,TVS HOLDINGS LIMITED
TVSMOTOR,TVS MOTOR COMPANY  LTD
TVSSCS,TVS SUPPLY CHAIN SOL L
TVSSRICHAK,TVS SRICHAKRA LIMITED
TVTODAY,TV TODAY NETWORK LTD
UBL,UNITED BREWERIES LTD
UCAL,UCAL LIMITED
UCOBANK,UCO BANK
UDAICEMENT,UDAIPUR CEMENT WORKS LTD
UDS,UPDATER SERVICES LIMITED
UFLEX,UFLEX LIMITED
UFO,UFO MOVIEZ INDIA LTD.
UGARSUGAR,THE UGAR SUGAR WORKS LTD
UGROCAP,UGRO CAPITAL LIMITED
UJJIVANSFB,UJJIVAN SMALL FINANC BANK
ULTRACEMCO,ULTRATECH CEMENT LIMITED
UNICHEMLAB,UNICHEM LABORATORIES LTD
UNIDT,UNITED DRILLING TOOLS LTD
UNIECOM,UNICOMMERCE ESOLUTIONS L
UNIENTER,UNIPHOS ENTERPRISES LTD
UNIONBANK,UNION BANK OF INDIA
UNIPARTS,UNIPARTS INDIA LIMITED
UNITDSPR,UNITED SPIRITS LIMITED
UNITEDTEA,UNITED NILGIRI TEA LTD
UNIVCABLES,UNIVERSAL CABLES LTD
UNOMINDA,UNO MINDA LIMITED
UPL,UPL LIMITED
URJA,URJA GLOBAL LIMITED
USHAMART,USHA MARTIN LTD.
UTIAMC,UTI ASSET MNGMT CO LTD
UTIBANKETF,UTIAMC - UTIBANKETF
UTINEXT50,UTIAMC - UTINEXT50
UTINIFTETF,UTIAMC - UTINIFTETF
UTISENSETF,UTIAMC - UTISENSETF
UTISXN50,UTIAMC - UTISXN50
UTKARSHBNK,UTKARSH SMALL FIN BANK L
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.
VADILALIND,VADILAL INDUSTRIES LTD
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED
VAISHALI,VAISHALI PHARMA LIMITED
VAKRANGEE,VAKRANGEE LIMITED
VALIANTLAB,VALIANT LABORATORIES LTD
VALIANTORG,VALIANT ORGANICS LIMITED
VARDHACRLC,VARDHAMAN ACRYLICS LTD
VARROC,VARROC ENGINEERING LTD.
VASCONEQ,VASCON ENGINEERS LTD
VBL,VARUN BEVERAGES LIMITED
VEDL,VEDANTA LIMITED
VEEDOL,VEEDOL CORPORATION LTD
VENKEYS,VENKY S (INDIA) LIMITED
VENUSPIPES,VENUS PIPES & TUBES LTD
VENUSREM,VENUS REMEDIES LIMITED
VERANDA,VERANDA LEARNING SOL LTD
VERTOZ,VERTOZ LIMITED
VESUVIUS,VESUVIUS INDIA LTD
VETO,VETO SWITCHGEAR CABLE LTD
VGUARD,V-GUARD IND LTD.
VHL,VARDHMAN HOLDINGS LIMITED
VIDHIING,VIDHI SPCLTY F INGRDNTS L
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD
VIJIFIN,VIJI FINANCE LIMITED
VIKASECO,VIKAS ECOTECH LIMITED
VIKASLIFE,VIKAS LIFECARE LIMITED
VIMTALABS,VIMTA LABS LIMITED
VINATIORGA,VINATI ORGANICS LTD
VINDHYATEL,VINDHYA TELELINKS LTD
VINYLINDIA,VINYL CHEMICALS (I) LTD.
VIPCLOTHNG,VIP CLOTHING LIMITED
VIPIND,VIP INDUSTRIES LTD
VIPULLTD,VIPUL LIMITED
VIRINCHI,VIRINCHI LIMITED
VISAKAIND,VISAKA INDUSTRIES LIMITED
VISHNU,VISHNU CHEMICALS LIMITED
VISHWARAJ,VISHWARAJ SUGAR IND LTD
VLEGOV,VL E GOV AND IT SOL LTD
VLSFINANCE,VLS FINANCE LTD
VMART,VMART RETAIL LTD
VOLTAMP,VOLTAMP TRANSFORMERS LTD
VOLTAS,VOLTAS LTD
VPRPL,VISHNU PRAKASH R PUNGLI L
VRAJ,VRAJ IRON AND STEEL LTD
VRLLOG,VRL LOGISTICS LIMITED
VSSL,VARDHMAN SPC STEEL LTD
VSTIND,VST INDUSTRIES LTD
VSTL,VIBHOR STEEL TUBES LTD
VSTTILLERS,VST TILLERS TRACTORS LTD
VTL,VARDHMAN TEXTILES LIMITED
WABAG,VA TECH WABAG LTD
WANBURY,WANBURY LIMITED
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD
WEL,WONDER ELECTRICALS LTD
WELCORP,WELSPUN CORP LIMITED
WELENT,WELSPUN ENTERPRISES LTD.
WELSPUNLIV,WELSPUN LIVING LIMITED
WENDT,WENDT (INDIA) LIMITED
WESTLIFE,WESTLIFE FOODWORLD LTD
WHEELS,WHEELS INDIA LTD
WHIRLPOOL,WHIRLPOOL OF INDIA LTD
WINDLAS,WINDLAS BIOTECH LIMITED
WINDMACHIN,WINDSOR MACHINES LIMITED
WIPRO,WIPRO LTD
WOCKPHARMA,WOCKHARDT LIMITED
WONDERLA,WONDERLA HOLIDAYS LTD.
WORTH,WORTH PERIPHERALS LIMITED
WSI,W.S.INDUSTRIES (I) LTD.
WSTCSTPAPR,WEST COAST PAPER MILLS LT
XCHANGING,XCHANGING SOLUTIONS LTD
XPROINDIA,XPRO INDIA LIMITED
YASHO,YASHO INDUSTRIES LIMITED
