symbol,name,isin,industry
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
PEL,Piramal Enterprises Limited,INE140A01024,Non Banking Financial Company (NBFC)
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
GRANULES,Granules India Limited,INE101D01020,Pharmaceuticals
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,Housing Finance Company
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
TRENT,Trent Limited,INE849A01020,Speciality Retail
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,Pharmaceuticals
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
OLECTRA,Olectra Greentech Limited,INE260D01016,Passenger Cars & Utility Vehicles
SWANENERGY,Swan Energy Limited,INE665A01038,Diversified
SOBHA,Sobha Limited,INE671H01015,Residential Commercial Projects
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
MASTEK,Mastek Limited,INE759A01021,Computers - Software & Consulting
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,Refineries & Marketing
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,Investment Company
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
GRAPHITE,Graphite India Limited,INE371A01025,Electrodes & Refractories
PTCIL,PTC Industries Limited,INE596F01018,Other Industrial Products
ICICIBANK,ICICI Bank Limited,INE090A01021,Private Sector Bank
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
SANOFI,Sanofi India Limited,INE058A01010,Pharmaceuticals
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
AEGISLOG,Aegis Logistics Limited,INE208C01025,Trading - Gas
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,Healthcare Service Provider
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
ISEC,ICICI Securities Limited,INE763G01038,Stockbroking & Allied
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,Other Agricultural Products
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,Plywood Boards/ Laminates
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,Aerospace & Defense
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,Specialty Chemicals
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
AVANTIFEED,Avanti Feeds Limited,INE871C01038,Animal Feed
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,Software Products
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
KSB,Ksb Limited,INE999A01023,Compressors Pumps & Diesel Engines
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
JINDALSAW,Jindal Saw Limited,INE324A01032,Iron & Steel Products
ASTERDM,Aster DM Healthcare Limited,INE914M01019,Hospital
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,Compressors Pumps & Diesel Engines
CEATLTD,CEAT Limited,INE482A01020,Tyres & Rubber Products
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,Hospital
FSL,Firstsource Solutions Limited,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
FINEORG,Fine Organic Industries Limited,INE686Y01026,Specialty Chemicals
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
BRITANNIA,Britannia Industries Limited,INE216A01030,Packaged Foods
INDIACEM,The India Cements Limited,INE383A01012,Cement & Cement Products
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
BLUEDART,Blue Dart Express Limited,INE233B01017,Logistics Solution Provider
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals
MCX,Multi Commodity Exchange of India Limited,INE745G01035,Exchange and Data Platform
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,Pharmaceuticals
NETWORK18,Network18 Media & Investments Limited,INE870H01013,Media & Entertainment
BEML,BEML Limited,INE258A01016,Construction Vehicles
GRINFRA,G R Infraprojects Limited,INE201P01022,Civil Construction
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,Pesticides & Agrochemicals
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,Iron & Steel Products
BBTC,Bombay Burmah Trading Corporation Limited,INE050A01025,Packaged Foods
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
MANYAVAR,Vedant Fashions Limited,INE825V01034,Speciality Retail
ASTRAZEN,AstraZeneca Pharma India Limited,INE203A01020,Pharmaceuticals
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,Commodity Chemicals
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,Pharmaceuticals
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,Iron & Steel Products
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,Housing Finance Company
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
ZENSARTECH,Zensar Technologies Limited,INE520A01027,Computers - Software & Consulting
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,Pharmaceuticals
METROBRAND,Metro Brands Limited,INE317I01021,Footwear
JKTYRE,JK Tyre & Industries Limited,INE573A01042,Tyres & Rubber Products
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services
REDINGTON,Redington Limited,INE891D01026,Trading & Distributors
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
ASAHIINDIA,Asahi India Glass Limited,INE439A01020,Auto Components & Equipments
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied
VINATIORGA,Vinati Organics Limited,INE410B01037,Specialty Chemicals
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
SAREGAMA,Saregama India Limited,INE979A01025,Media & Entertainment
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,Healthcare Service Provider
NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,Industrial Products
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,Hospital
