symbol,name,isin,industry
DBL,Dilip Buildcon Limited,INE917M01012,Civil Construction
BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Telecom - Cellular & Fixed line services
ENGINERSIN,Engineers India Limited,INE510A01028,Civil Construction
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,Asset Management Company
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,Railway Wagons
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,Household Appliances
RITES,RITES Limited,INE320J01015,Civil Construction
GREAVESCOT,Greaves Cotton Limited,INE224A01026,Compressors Pumps & Diesel Engines
CELLO,Cello World Limited,INE0LMW01024,Houseware
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,Life Insurance
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories
IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
WELCORP,Welspun Corp Limited,INE191B01025,Iron & Steel Products
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,Computers - Software & Consulting
MRF,MRF Limited,INE883A01011,Tyres & Rubber Products
BLUEJET,Blue Jet Healthcare Limited,INE0KBH01020,Pharmaceuticals
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,Fertilizers
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,Heavy Electrical Equipment
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives
INDUSINDBK,IndusInd Bank Limited,INE095A01012,Private Sector Bank
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Refineries & Marketing
EIDPARRY,EID Parry India Limited,INE126A01031,Fertilizers
JUSTDIAL,Just Dial Limited,INE599M01018,Internet & Catalogue Retail
JBMA,JBM Auto Limited,INE927D01044,Auto Components & Equipments
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,Ship Building & Allied Services
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints
KSCL,Kaveri Seed Company Limited,INE455I01029,Other Agricultural Products
HSCL,Himadri Speciality Chemical Limited,INE019C01026,Specialty Chemicals
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,2/3 Wheelers
ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,Computers - Software & Consulting
LUPIN,Lupin Limited,INE326A01037,Pharmaceuticals
CSBBANK,CSB Bank Limited,INE679A01013,Private Sector Bank
NETWEB,Netweb Technologies India Limited,INE0NT901020,Computers Hardware & Equipments
TEAMLEASE,Teamlease Services Limited,INE985S01024,Diversified Commercial Services
STAR,Strides Pharma Science Limited,INE939A01011,Pharmaceuticals
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,Private Sector Bank
ACI,Archean Chemical Industries Limited,INE128X01021,Specialty Chemicals
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,E-Retail/ E-Commerce
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals
GANESHHOUC,Ganesh Housing Corporation Limited,INE460C01014,Residential Commercial Projects
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,Pharmaceuticals
GHCL,GHCL Limited,INE539A01019,Commodity Chemicals
SENCO,Senco Gold Limited,INE602W01019,Gems Jewellery And Watches
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries
HAVELLS,Havells India Limited,INE176B01034,Consumer Electronics
EPIGRAL,Epigral Limited,INE071N01016,Specialty Chemicals
TVSMOTOR,TVS Motor Company Limited,INE494B01023,2/3 Wheelers
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
JSWENERGY,JSW Energy Limited,INE121E01018,Power Generation
JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,Tour Travel Related Services
FORCEMOT,FORCE MOTORS LTD,INE451A01017,Passenger Cars & Utility Vehicles
PGEL,PG Electroplast Limited,INE457L01029,Consumer Electronics
FINPIPE,Finolex Industries Limited,INE183A01024,Plastic Products - Industrial
COALINDIA,Coal India Limited,INE522F01014,Coal
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,Housing Finance Company
HERITGFOOD,Heritage Foods Limited,INE978A01027,Dairy Products
DEN,Den Networks Limited,INE947J01015,TV Broadcasting & Software Production
UNIONBANK,Union Bank of India,INE692A01016,Public Sector Bank
MEDANTA,Global Health Limited,INE474Q01031,Hospital
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals
BAJAJFINSV,Bajaj Finserv Limited,INE918I01026,Holding Company
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,Pharmaceuticals
DABUR,Dabur India Limited,INE016A01026,Personal Care
USHAMART,Usha Martin Limited,INE228A01035,Iron & Steel Products
CYIENT,Cyient Limited,INE136B01020,IT Enabled Services
SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology
INFIBEAM,Infibeam Avenues Limited,INE483S01020,Financial Technology (Fintech)
MGL,Mahanagar Gas Limited,INE002S01010,LPG/CNG/PNG/LNG Supplier
RADICO,Radico Khaitan Limited,INE944F01028,Breweries & Distilleries
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,Aerospace & Defense
INOXINDIA,INOX India Limited,INE616N01034,Other Industrial Products
BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,Hotels & Resorts
RELIANCE,Reliance Industries Limited,INE002A01018,Refineries & Marketing
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,Fertilizers
ATGL,Adani Total Gas Limited,INE399L01023,LPG/CNG/PNG/LNG Supplier
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals
GOPAL,Gopal Snacks Limited,INE0L9R01028,Packaged Foods
MSTCLTD,Mstc Limited,INE255X01014,Trading & Distributors
ANURAS,Anupam Rasayan India Limited,INE930P01018,Specialty Chemicals
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,Ceramics
SRF,SRF Limited,INE647A01010,Specialty Chemicals
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company
ADVENZYMES,Advanced Enzyme Technologies Limited,INE837H01020,Biotechnology
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,Hotels & Resorts
GILLETTE,Gillette India Limited,INE322A01010,Personal Care
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,Life Insurance
ASTRAMICRO,Astra Microwave Products Limited,INE386C01029,Aerospace & Defense
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,Housing Finance Company
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,Non Banking Financial Company (NBFC)
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,Electrodes & Refractories
VTL,Vardhman Textiles Limited,INE825A01020,Other Textile Products
ASTRAL,Astral Limited,INE006I01046,Plastic Products - Industrial
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
INDIGO,InterGlobe Aviation Limited,INE646L01027,Airline
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,Diversified FMCG
EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,Cement & Cement Products
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,Private Sector Bank
BALKRISIND,Balkrishna Industries Limited,INE787D01026,Tyres & Rubber Products
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,Lubricants
CCL,CCL Products (India) Limited,INE421D01022,Tea & Coffee
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,Paper & Paper Products
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
MARKSANS,Marksans Pharma Limited,INE750C01026,Pharmaceuticals
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,Life Insurance
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company
BAYERCROP,Bayer Cropscience Limited,INE462A01022,Pesticides & Agrochemicals
NEWGEN,Newgen Software Technologies Limited,INE619B01017,Computers - Software & Consulting
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
DALBHARAT,Dalmia Bharat Limited,INE00R701025,Cement & Cement Products
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,Industrial Minerals
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,Power - Transmission
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
JKPAPER,JK Paper Limited,INE789E01012,Paper & Paper Products
HIKAL,Hikal Limited,INE475B01022,Pharmaceuticals
SHRIRAMFIN,Shriram Finance Limited,INE721A01013,Non Banking Financial Company (NBFC)
DLF,DLF Limited,INE271C01023,Residential Commercial Projects
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,Financial Products Distributor
ACC,ACC Limited,INE012A01025,Cement & Cement Products
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting
CUMMINSIND,Cummins India Limited,INE298A01020,Compressors Pumps & Diesel Engines
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,Dyes And Pigments
POLYPLEX,Polyplex Corporation Limited,INE633B01018,Packaging
BAJFINANCE,Bajaj Finance Limited,INE296A01024,Non Banking Financial Company (NBFC)
BALRAMCHIN,Balrampur Chini Mills Limited,INE119A01028,Sugar
POLYCAB,Polycab India Limited,INE455K01017,Cables - Electricals
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier
ATUL,Atul Limited,INE100A01010,Specialty Chemicals
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,Heavy Electrical Equipment
KESORAMIND,Kesoram Industries Limited,INE087A01019,Cement & Cement Products
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,Non Banking Financial Company (NBFC)
HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
UNITDSPR,United Spirits Limited,INE854D01024,Breweries & Distilleries
POLICYBZR,PB Fintech Limited,INE417T01026,Financial Technology (Fintech)
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,IT Enabled Services
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,Non Banking Financial Company (NBFC)
VESUVIUS,Vesuvius India Limited,INE386A01015,Electrodes & Refractories
MARUTI,Maruti Suzuki India Limited,INE585B01010,Passenger Cars & Utility Vehicles
LMW,LMW Limited,INE269B01029,Industrial Products
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals
3MINDIA,3M India Limited,INE470A01017,Diversified
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
ITC,ITC Limited,INE154A01025,Diversified FMCG
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,Logistics Solution Provider
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
GSPL,Gujarat State Petronet Limited,INE246F01010,Gas Transmission/Marketing
GRASIM,Grasim Industries Limited,INE047A01021,Cement & Cement Products
EVEREADY,Eveready Industries India Limited,INE128A01029,Household Products
NAZARA,Nazara Technologies Limited,INE418L01021,Digital Entertainment
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
GODREJPROP,Godrej Properties Limited,INE484J01027,Residential Commercial Projects
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital
SBIN,State Bank of India,INE062A01020,Public Sector Bank
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,Aerospace & Defense
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied
BALMLAWRIE,Balmer Lawrie & Company Limited,INE164A01016,Diversified
HONASA,Honasa Consumer Limited,INE0J5401028,Personal Care
SBFC,SBFC Finance Limited,INE423Y01016,Non Banking Financial Company (NBFC)
CHOICEIN,Choice International Limited,INE102B01014,Holding Company
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
RESPONIND,Responsive Industries Limited,INE688D01026,Furniture Home Furnishing
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
TDPOWERSYS,TD Power Systems Limited,INE419M01027,Heavy Electrical Equipment
HFCL,HFCL Limited,INE548A01028,Telecom - Infrastructure
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,Other Telecom Services
BOMDYEING,Bombay Dyeing & Mfg Company Limited,INE032A01023,Other Textile Products
TARC,TARC Limited,INE0EK901012,Residential Commercial Projects
ZYDUSWELL,Zydus Wellness Limited,INE768C01010,Packaged Foods
JSWSTEEL,JSW Steel Limited,INE019A01038,Iron & Steel
PAYTM,One 97 Communications Limited,INE982J01020,Financial Technology (Fintech)
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,Commodity Chemicals
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers
BATAINDIA,Bata India Limited,INE176A01028,Footwear
ESCORTS,Escorts Kubota Limited,INE042A01014,Tractors
WONDERLA,Wonderla Holidays Limited,INE066O01014,Amusement Parks/ Other Recreation
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
HNDFDS,Hindustan Foods Limited,INE254N01026,Diversified FMCG
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank
MANKIND,Mankind Pharma Limited,INE634S01028,Pharmaceuticals
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
ARVIND,Arvind Limited,INE034A01011,Garments & Apparels
TIPSMUSIC,Tips Music Limited,INE716B01029,Media & Entertainment
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,Personal Care
PEL,Piramal Enterprises Limited,INE140A01024,Non Banking Financial Company (NBFC)
HDFCBANK,HDFC Bank Limited,INE040A01034,Private Sector Bank
BHARTIARTL,Bharti Airtel Limited,INE397D01024,Telecom - Cellular & Fixed line services
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,Power Distribution
GRANULES,Granules India Limited,INE101D01020,Pharmaceuticals
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,Pharmaceuticals
MTARTECH,Mtar Technologies Limited,INE864I01014,Aerospace & Defense
KRBL,KRBL Limited,INE001B01026,Other Agricultural Products
PIDILITIND,Pidilite Industries Limited,INE318A01026,Specialty Chemicals
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,Fertilizers
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,Housing Finance Company
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
TRENT,Trent Limited,INE849A01020,Speciality Retail
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,Pharmaceuticals
ASKAUTOLTD,ASK Automotive Limited,INE491J01022,Auto Components & Equipments
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
OLECTRA,Olectra Greentech Limited,INE260D01016,Passenger Cars & Utility Vehicles
SWANENERGY,Swan Energy Limited,INE665A01038,Diversified
SOBHA,Sobha Limited,INE671H01015,Residential Commercial Projects
DCBBANK,DCB Bank Limited,INE503A01015,Private Sector Bank
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,General Insurance
MASTEK,Mastek Limited,INE759A01021,Computers - Software & Consulting
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,Refineries & Marketing
HCG,Healthcare Global Enterprises Limited,INE075I01017,Hospital
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,Investment Company
ASIANPAINT,Asian Paints Limited,INE021A01026,Paints
GRAPHITE,Graphite India Limited,INE371A01025,Electrodes & Refractories
PTCIL,PTC Industries Limited,INE596F01018,Other Industrial Products
ICICIBANK,ICICI Bank Limited,INE090A01021,Private Sector Bank
GODREJIND,Godrej Industries Limited,INE233A01035,Diversified
EMUDHRA,eMudhra Limited,INE01QM01018,IT Enabled Services
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
NESCO,Nesco Limited,INE317F01035,Diversified Commercial Services
SANOFI,Sanofi India Limited,INE058A01010,Pharmaceuticals
UBL,United Breweries Limited,INE686F01025,Breweries & Distilleries
AEGISLOG,Aegis Logistics Limited,INE208C01025,Trading - Gas
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,Auto Components & Equipments
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,Healthcare Service Provider
KSL,Kalyani Steels Limited,INE907A01026,Iron & Steel Products
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,Industrial Products
MFSL,Max Financial Services Limited,INE180A01020,Life Insurance
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
KEI,KEI Industries Limited,INE878B01027,Cables - Electricals
JKIL,J.Kumar Infraprojects Limited,INE576I01022,Civil Construction
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,Pharmaceuticals
ISEC,ICICI Securities Limited,INE763G01038,Stockbroking & Allied
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,Other Agricultural Products
NLCINDIA,NLC India Limited,INE589A01014,Power Generation
ADANIENT,Adani Enterprises Limited,INE423A01024,Trading - Minerals
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,Residential Commercial Projects
ORIENTELEC,Orient Electric Limited,INE142Z01019,Household Appliances
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,Plywood Boards/ Laminates
REDTAPE,Redtape Limited,INE0LXT01019,Footwear
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
CARTRADE,Cartrade Tech Limited,INE290S01011,E-Retail/ E-Commerce
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,Iron & Steel
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,Aerospace & Defense
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,Specialty Chemicals
EPL,EPL Limited,INE255A01020,Packaging
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
AVANTIFEED,Avanti Feeds Limited,INE871C01038,Animal Feed
WELENT,Welspun Enterprises Limited,INE625G01013,Civil Construction
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,Software Products
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting
KSB,Ksb Limited,INE999A01023,Compressors Pumps & Diesel Engines
MANINFRA,Man Infraconstruction Limited,INE949H01023,Civil Construction
BSE,BSE Limited,INE118H01025,Exchange and Data Platform
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
DHANUKA,Dhanuka Agritech Limited,INE435G01025,Pesticides & Agrochemicals
JINDALSAW,Jindal Saw Limited,INE324A01032,Iron & Steel Products
ASTERDM,Aster DM Healthcare Limited,INE914M01019,Hospital
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,Compressors Pumps & Diesel Engines
CEATLTD,CEAT Limited,INE482A01020,Tyres & Rubber Products
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,Hospital
FSL,Firstsource Solutions Limited,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
WABAG,VA Tech Wabag Limited,INE956G01038,Water Supply & Management
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
FINEORG,Fine Organic Industries Limited,INE686Y01026,Specialty Chemicals
JAIBALAJI,Jai Balaji Industries Limited,INE091G01018,Iron & Steel
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals
BRITANNIA,Britannia Industries Limited,INE216A01030,Packaged Foods
INDIACEM,The India Cements Limited,INE383A01012,Cement & Cement Products
GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals
HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software & Consulting
BLUEDART,Blue Dart Express Limited,INE233B01017,Logistics Solution Provider
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals
MCX,Multi Commodity Exchange of India Limited,INE745G01035,Exchange and Data Platform
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,Iron & Steel Products
LUXIND,Lux Industries Limited,INE150G01020,Garments & Apparels
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,Pharmaceuticals
DCXINDIA,DCX Systems Limited,INE0KL801015,Aerospace & Defense
NETWORK18,Network18 Media & Investments Limited,INE870H01013,Media & Entertainment
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,Cement & Cement Products
BEML,BEML Limited,INE258A01016,Construction Vehicles
NOCIL,NOCIL Limited,INE163A01018,Specialty Chemicals
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,Pharmaceuticals
GRINFRA,G R Infraprojects Limited,INE201P01022,Civil Construction
SURYAROSNI,Surya Roshni Limited,INE335A01020,Iron & Steel Products
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,Auto Components & Equipments
ITDCEM,ITD Cementation India Limited,INE686A01026,Civil Construction
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,Civil Construction
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
SHILPAMED,Shilpa Medicare Limited,INE790G01031,Pharmaceuticals
AETHER,Aether Industries Limited,INE0BWX01014,Specialty Chemicals
ORIENTCEM,Orient Cement Limited,INE876N01018,Cement & Cement Products
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,Pesticides & Agrochemicals
TIINDIA,Tube Investments of India Limited,INE974X01010,Auto Components & Equipments
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,Iron & Steel Products
BBTC,Bombay Burmah Trading Corporation Limited,INE050A01025,Packaged Foods
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,Specialty Chemicals
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment
SIEMENS,Siemens Limited,INE003A01024,Heavy Electrical Equipment
MANYAVAR,Vedant Fashions Limited,INE825V01034,Speciality Retail
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,Industrial Products
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,Pharmaceuticals
TEGA,Tega Industries Limited,INE011K01018,Industrial Products
ASTRAZEN,AstraZeneca Pharma India Limited,INE203A01020,Pharmaceuticals
BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Paints
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,Commodity Chemicals
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,Pharmaceuticals
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals
AWL,Adani Wilmar Limited,INE699H01024,Edible Oil
KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,Iron & Steel Products
ZENTEC,Zen Technologies Limited,INE251B01027,Aerospace & Defense
UNOMINDA,UNO Minda Limited,INE405E01023,Auto Components & Equipments
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,Shipping
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,Housing Finance Company
PGHL,Procter & Gamble Health Limited,INE199A01012,Pharmaceuticals
GODREJCP,Godrej Consumer Products Limited,INE102D01028,Personal Care
AVALON,Avalon Technologies Limited,INE0LCL01028,Other Electrical Equipment
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,Industrial Products
AMIORG,Ami Organics Limited,INE00FF01017,Pharmaceuticals
ZENSARTECH,Zensar Technologies Limited,INE520A01027,Computers - Software & Consulting
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,Commodity Chemicals
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,Pharmaceuticals
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,Pharmaceuticals
PRICOLLTD,Pricol Limited,INE726V01018,Auto Components & Equipments
METROBRAND,Metro Brands Limited,INE317I01021,Footwear
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,Industrial Products
BECTORFOOD,Mrs. Bectors Food Specialities Limited,INE495P01012,Packaged Foods
JKTYRE,JK Tyre & Industries Limited,INE573A01042,Tyres & Rubber Products
VMART,V-Mart Retail Limited,INE665J01013,Diversified Retail
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services
REDINGTON,Redington Limited,INE891D01026,Trading & Distributors
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,Hospital
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,Plywood Boards/ Laminates
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,Plastic Products - Industrial
ASAHIINDIA,Asahi India Glass Limited,INE439A01020,Auto Components & Equipments
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,Water Supply & Management
SYMPHONY,Symphony Limited,INE225D01027,Household Appliances
PARADEEP,Paradeep Phosphates Limited,INE088F01024,Fertilizers
360ONE,360 ONE WAM LIMITED,INE466L01038,Stockbroking & Allied
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,Gems Jewellery And Watches
VINATIORGA,Vinati Organics Limited,INE410B01037,Specialty Chemicals
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
SAREGAMA,Saregama India Limited,INE979A01025,Media & Entertainment
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,Healthcare Service Provider
NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,Industrial Products
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,Hospital
